-40 	9.97755e-05
-30 	9.97755e-05
-20 	0.000498878
-10 	0.0277875
0 	0.035121
10 	0.000947867
20 	0.000748316
30 	0.000399102
40 	0.00044899
50 	0.000848092
60 	0.00139686
70 	0.00154652
80 	0.0020454
90 	0.0020454
100 	0.00259416
110 	0.00179596
120 	0.00194562
130 	0.00179596
140 	0.00144674
150 	0.00134697
160 	0.00109753
170 	0.00114742
180 	0.00119731
190 	0.000997755
200 	0.000997755
210 	0.00119731
220 	0.000947867
230 	0.000698429
240 	0.00109753
250 	0.00109753
260 	0.000748316
270 	0.00129708
280 	0.00124719
290 	0.000848092
300 	0.000249439
310 	0.000199551
320 	4.98878e-05
