0 	0.000232423
10 	0.000581058
20 	0.00255665
30 	0.00464846
40 	0.00464846
50 	0.00732132
60 	0.00825102
70 	0.00848344
80 	0.00592679
90 	0.00499709
100 	0.00546194
110 	0.00395119
120 	0.00348635
130 	0.00255665
140 	0.00290529
150 	0.00267286
160 	0.00278908
170 	0.00220802
180 	0.00209181
190 	0.00127833
200 	0.00127833
210 	0.00116212
220 	0.00151075
230 	0.00185938
240 	0.00244044
250 	0.00232423
260 	0.00185938
270 	0.000813481
280 	0.0019756
290 	0.0019756
300 	0.00162696
310 	0.00151075
320 	0.00151075
330 	0.000929692
340 	0.000581058
