-40 	5.77034e-05
-30 	0.000461627
-20 	0.00126947
-10 	0.0229083
0 	0.028217
10 	0.00225043
20 	0.00138488
30 	0.00109636
40 	0.000692441
50 	0.000980958
60 	0.00109636
70 	0.00219273
80 	0.00288517
90 	0.00323139
100 	0.00305828
110 	0.00265436
120 	0.00201962
130 	0.00207732
140 	0.00196192
150 	0.0017311
160 	0.00150029
170 	0.00150029
180 	0.000923254
190 	0.000923254
200 	0.000865551
210 	0.000980958
220 	0.000923254
230 	0.000865551
240 	0.00115407
250 	0.00109636
260 	0.000980958
270 	0.00103866
280 	0.00115407
290 	0.00103866
300 	0.000980958
310 	0.00115407
320 	0.000577034
330 	0.000115407
340 	5.77034e-05
