-50 	4.41306e-05
-40 	0
-30 	4.41306e-05
-20 	0.000220653
-10 	0.0308032
0 	0.034466
10 	0.000794351
20 	0.000970874
30 	0.000529568
40 	0.000573698
50 	0.000573698
60 	0.00127979
70 	0.00180936
80 	0.00269197
90 	0.00247132
100 	0.00185349
110 	0.00225066
120 	0.00180936
130 	0.00163283
140 	0.00167696
150 	0.000750221
160 	0.000794351
170 	0.001015
180 	0.001015
190 	0.001015
200 	0.000970874
210 	0.00070609
220 	0.00105914
230 	0.00070609
240 	0.00123566
250 	0.001015
260 	0.00105914
270 	0.00110327
280 	0.000926743
290 	0.000308914
