-50 	7.4599e-05
-40 	7.4599e-05
-30 	0.000149198
-20 	0.000596792
-10 	0.00611712
0 	0.00932488
10 	0.00201417
20 	0.00298396
30 	0.00656471
40 	0.00649012
50 	0.0074599
60 	0.00566953
70 	0.00417755
80 	0.00410295
90 	0.00507273
100 	0.00350615
110 	0.00268557
120 	0.00268557
130 	0.00335696
140 	0.00193957
150 	0.00223797
160 	0.00193957
170 	0.000969787
180 	0.00156658
190 	0.00149198
200 	0.00141738
210 	0.00156658
220 	0.00104439
230 	0.00111899
240 	0.00126818
250 	0.000820589
260 	0.00126818
270 	0.00119358
280 	0.00141738
290 	0.00104439
300 	0.00164118
310 	0.00126818
320 	0.000820589
330 	0.00074599
340 	0.000298396
