-20 	0.000235433
-10 	0.0312341
0 	0.036806
10 	0.000824014
20 	0.000667059
30 	0.00062782
40 	0.000824014
50 	0.00062782
60 	0.00149107
70 	0.00168727
80 	0.00207965
90 	0.00219737
100 	0.00168727
110 	0.00215813
120 	0.00184422
130 	0.00149107
140 	0.00160879
150 	0.00105945
160 	0.00129488
170 	0.000902492
180 	0.000980969
190 	0.000784775
200 	0.000745537
210 	0.000431626
220 	0.000784775
230 	0.000588582
240 	0.00105945
250 	0.000902492
260 	0.000510104
270 	0.000863253
280 	0.000667059
290 	0.00031391
300 	0.000274671
