-60 	2.68097e-05
-50 	0
-40 	0
-30 	0
-20 	5.36193e-05
-10 	0.0379357
0 	0.0430295
10 	0.000321716
20 	0.000241287
30 	0.000294906
40 	0.000348525
50 	0.000268097
60 	0.000482574
70 	0.00080429
80 	0.00107239
90 	0.00112601
100 	0.00126005
110 	0.0013941
120 	0.00101877
130 	0.00104558
140 	0.000697051
150 	0.000884718
160 	0.000857909
170 	0.000884718
180 	0.000536193
190 	0.000482574
200 	0.000321716
210 	0.000509383
220 	0.000455764
230 	0.000589812
240 	0.000428954
250 	0.000294906
260 	0.000536193
270 	0.000375335
280 	0.000643432
290 	0.000616622
300 	0.000348525
