-30 	2.88559e-05
-20 	0.000173135
-10 	0.0294618
0 	0.0489684
10 	0.000577117
20 	0.000461694
30 	0.000317415
40 	0.000173135
50 	0.000403982
60 	0.000403982
70 	0.000577117
80 	0.00112538
90 	0.00152936
100 	0.00161593
110 	0.0012408
120 	0.000923388
130 	0.00126966
140 	0.000981099
150 	0.000865676
160 	0.000577117
170 	0.000634829
180 	0.000865676
190 	0.000519406
200 	0.000605973
210 	0.000577117
220 	0.00049055
230 	0.000721397
240 	0.000548261
250 	0.000403982
260 	0.00049055
270 	0.000375126
280 	0.000577117
290 	0.000807964
300 	0.000375126
310 	0.000317415
320 	5.77117e-05
