-20 	0.000158253
-10 	0.0295933
0 	0.0461465
10 	0.000696313
20 	0.000411458
30 	0.000379807
40 	0.000474759
50 	0.000601361
60 	0.00056971
70 	0.000759614
80 	0.00151923
90 	0.00186738
100 	0.00189903
110 	0.00129767
120 	0.00129767
130 	0.000981168
140 	0.000854566
150 	0.00113942
160 	0.000759614
170 	0.000664662
180 	0.000759614
190 	0.000727963
200 	0.000633012
210 	0.000348156
220 	0.000791264
230 	0.000727963
240 	0.00053806
250 	0.000411458
260 	0.000506409
270 	0.00053806
280 	0.00056971
290 	0.000633012
300 	0.000601361
310 	0.000189903
320 	6.33012e-05
